File_Name,no_of_images,Base_Call_no,Call_no_letter,Call_no_number,Item_number,Series,Main_Entry,Dates_Covered,Dates_Written,Places,Language,Summary_Notes,Arrangement,Item_dateYear,Filing_year,Month,Day,Item_Title,no_pages,no_pieces,Abstract_Summary_of_item,placeTerm,Additional_Notes,Metadata,Sarah_Proofing_Notes,recpt,fulldate
ksrl_sc_ms23_D.4.32_001.TIF & ksrl_sc_ms23_D.4.32_002.TIF & ksrl_sc_ms23_D.4.32_003.TIF,3,MS23,D,4,32,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1864,1864,6,14,Letter to Frederic James Shields,4,1,"1864 June 14, Cheyne Walk; Sent with gift of his Early Italian Poets. His drawings; Shield's designs.
Mills (Ernestine Mills. The Life and Letters of Frederick Shields, 1912.) publishes (p. 83) as first Rossetti-Shields letter.",England--London,Provenance: Purchase: Maggs 835: 237. [Acquired as a collection: in bookseller's order],Y,,"Shields, Frederic, 1833-1942",1864-06-14
ksrl_sc_ms23_D.4.33_001.TIF & ksrl_sc_ms23_D.4.33_002.TIF & ksrl_sc_ms23_D.4.33_003.TIF & ksrl_sc_ms23_D.4.33_004.TIF & ksrl_sc_ms23_D.4.33_005.TIF & ksrl_sc_ms23_D.4.33_006.TIF & ksrl_sc_ms23_D.4.33_007.TIF & ksrl_sc_ms23_D.4.33_008.TIF & ksrl_sc_ms23_D.4.33_009.TIF,9,MS23,D,4,33,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1868,1868,2,21,Letter to Frederic James Shields,12,3,"1868 Feb 21. Cheyne Walk; Helping Warwick Brookes; selling the Vineyard and St George
cartoons to W. Johnson. Exhibiting the Tristram drawing at Leeds: I do not wish minor exhibitions; can you influence Tong, Mendel, etc., to drop it? Your Drummer-boy, Rehab. Chapman, Brown. Would welcome you to London. Mostly published Mills (Ernestine Mills. The Life and Letters of Frederick Shields, 1912) pages 117-119.",,"Provenance: Source unknown, acquired prior to 1971; As a group, formerly in folder 4.",Y,,"Shields, Frederic, 1833-1911",1868-02-21
ksrl_sc_ms23_D.4.34_001.TIF & ksrl_sc_ms23_D.4.34_002.TIF & ksrl_sc_ms23_D.4.34_003.TIF & ksrl_sc_ms23_D.4.34_004.TIF & ksrl_sc_ms23_D.4.34_005.TIF & ksrl_sc_ms23_D.4.34_006.TIF & ksrl_sc_ms23_D.4.34_007.TIF & ksrl_sc_ms23_D.4.34_008.TIF & ksrl_sc_ms23_D.4.34_009.TIF,9,MS23,D,4,34,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1869,1869,12,24,Letter to Frederic James Shields,12,3,"1869 Dec 24; Sponsoring Brown; Colvin; Graham's extraordinary conduct concerning the commission; my health and sight; drink. Have
resumed painting and drawing; Dante's Dream, Found, Medusa; plans; studio-building. Poetry volume forthcoming; Morris' Paradise; Tennyson. Craven; Brown's watercolour of Don Juan; Ned Jones.
Partly published Mills (Ernestine Mills. The Life and Letters of Frederick Shields, 1912) pages 137-139.",,"Provenance: Source unknown, acquired prior to 1971; As a group, formerly in folder 4.",Y,,"Shields, Frederic, 1833-1911",1869-12-24
ksrl_sc_ms23_D.4.35_001.TIF & ksrl_sc_ms23_D.4.35_002.TIF & ksrl_sc_ms23_D.4.35_003.TIF & ksrl_sc_ms23_D.4.35_004.TIF & ksrl_sc_ms23_D.4.35_005.TIF & ksrl_sc_ms23_D.4.35_006.TIF & ksrl_sc_ms23_D.4.35_007.TIF & ksrl_sc_ms23_D.4.35_008.TIF & ksrl_sc_ms23_D.4.35_009.TIF,9,MS23,D,4,35,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1870,1870,8,28,Letter to Frederic James Shields,11,3,"1870 Aug 28, Cheyne Walk; Gratitude for friendship; trouble with Mitchell; your trouble with Graham. In country's financial situation ""art goes first to the wall."" My poem Jenny; book well
received. Blackwood's. ""My mind is now quite occupied with my painting"": Dante's Dream. ""A big picture is glorious work."" Health, sight. Brown; Burne-Jones; Burton; Dunn. Partly published Mills (Ernestine Mills. The Life and Letters of Frederick Shields, 1912) pages 142-144.",England--London,"Provenance: Source unknown, acquired prior to 1971; As a group, formerly in folder 4.",Y,,"Shields, Frederic, 1833-1911",1870-08-28
ksrl_sc_ms23_D.4.36_001.TIF & ksrl_sc_ms23_D.4.36_002.TIF & ksrl_sc_ms23_D.4.36_003.TIF & ksrl_sc_ms23_D.4.36_004.TIF & ksrl_sc_ms23_D.4.36_005.TIF & ksrl_sc_ms23_D.4.36_006.TIF & ksrl_sc_ms23_D.4.36_007.TIF & ksrl_sc_ms23_D.4.36_008.TIF & ksrl_sc_ms23_D.4.36_009.TIF & ksrl_sc_ms23_D.4.36_010.TIF & ksrl_sc_ms23_D.4.36_011.TIF,11,MS23,D,4,36,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1871,1871,1,12,Letter to Frederic James Shields,13,4,"1871 Jan 12, Cheyne Walk; Water-Colour Gallery; I never leave home in daylight; good and bad paper for chalk-drawings. Mitchell trouble. Magdalene may be ready for next year's show; finishing Beatrice, Sibylla Palmifera, Mariana, Pandora. Dante. My temperament. McConnel's painting not sold. I've been trying unsuccessfully to find you buyers. Scott and Manchester. Artist neighbors.
Partly published Mills (Ernestine Mills. The Life and Letters of Frederick Shields, 1912) pages 145-147.",England--London,"Provenance: Source unknown, acquired prior to 1971; As a group, formerly in folder 4.",Y,,"Shields, Frederic, 1833-1911",1871-01-12
ksrl_sc_ms23_D.4.37_001.TIF & ksrl_sc_ms23_D.4.37_002.TIF & ksrl_sc_ms23_D.4.37_003.TIF & ksrl_sc_ms23_D.4.37_004.TIF & ksrl_sc_ms23_D.4.37_005.TIF & ksrl_sc_ms23_D.4.37_006.TIF,6,MS23,D,4,37,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1877,1877,10,21,Letter to Frederic James Shields,8,2,"1877 Oct 21, Herne Bay; Perhaps Turner would buy the little picture at a lower price. ""I have...made solid progress in the merit of my work...within the last 5 years..."" and brightness has characterised my best works (list) except for Astarte: they are not injured by my drug habit. Brown. Chalk heads of mother and sister. Rae my first buyer. Mostly published by Mills (Ernestine Mills. The Life and Letters of Frederick Shields, 1912) pages 217-219.",England--Herne Bay (Kent),"Provenance: Source unknown, acquired prior to 1971; As a group, formerly in folder 4.",Y,,"Shields, Frederic, 1833-1911",1877-10-21
ksrl_sc_ms23_D.5.1_001.TIF & ksrl_sc_ms23_D.5.1_002.TIF & ksrl_sc_ms23_D.5.1_003.TIF,3,MS23,D,5,1,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1864,1864,4,2,Letter to Ernest Gambart,4,1,"1864 April 2; Subject: Our agreement for so many drawings during a stated time must be modified: the first 2 large female figures from nature were too troublesome for the price [details of market prices and proposed solutions], though they are a relief
from those done without using nature. MUTILATED: Cheyne Walk heading and signature cut out, with some loss of text. Docketed.",,"Provenance: Gift: Bequest by Professor William D. Paden, 1979 .",Y,,"Gambart, Ernest",1864-04-02
ksrl_sc_ms23_D.5.2_001.TIF & ksrl_sc_ms23_D.5.2_002.TIF & ksrl_sc_ms23_D.5.2_003.TIF,3,MS23,D,5,2,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1864,1864,4,4,Letter to Ernest Gambart,4,1,"1864 April 4 , on Cheyne Walk letterhead; Subject: Not at all; I have always been satisfied with your behavior to me; my original proposal was too hasty and I apologise. Of course you need not feel bound to take either of the modified proposals . The more profit you can get the better my position is established, and I prefer quick turnover to holding them back for a high price, or troubling ""myself to offer them to amateur friends."" Three more drawings should be done next week. Docketed.",England--London,"Provenance: Gift: Bequest by Professor William D. Paden, 1979 .",Y,,"Gambart, Ernest",1864-04-04
ksrl_sc_ms23_D.5.3_001.TIF & ksrl_sc_ms23_D.5.3_002.TIF & ksrl_sc_ms23_D.5.3_003.TIF,3,MS23,D,5,3,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1865,1865,12,20,Letter to Ernest Gambart,4,1,"1865 Dec 20, on Cheyne Walk letterhead; I regret having accepted the story which you assure me is untrue. Surely neither Ruskin nor any artists will disbelieve you. ""As to Mr Mendel -- if his retaining the picture or not depends on anything but his own liking for it, he must be but a weak vessel."" I myself will take any price I can get . I will investigate the source of the tale. MUTILATED: signature cut out with loss of text; TEARING at corners of cut. NOTE: DGR had sold his The Blue Bower to Gambart for 200 guineas, and boasted in November that it had been re-sold (to Sam Mendel of Manchester, a Manchester textile merchant) for 1500 guineas. Gambart complained that this was private information, that the re-sale figure was exaggerated, that the gossip had alienated Ruskin and was bad for business. (See Maas pp 185-188, Surtees 178.) Docketed. Tearing.",England--London,"Provenance: Gift: Bequest by Professor William D. Paden, 1979 .",Y,,"Gambart, Ernest",1865-12-20
ksrl_sc_ms23_D.5.4_001.TIF & ksrl_sc_ms23_D.5.4_002.TIF & ksrl_sc_ms23_D.5.4_003.TIF,3,MS23,D,5,4,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1867,1867,1,11,Letter to Ernest Gambart,4,1,"1867 Jan [11]; Subject: The small picture is done; will you send for it? Your bill is coming due; may I renew it [proposes terms], or paint you a picture for it? MUTILATED: Cheyne Walk heading [?] and signature cut out; HANDLE WITH CARE. Docketed 1864 Rossetti Jany 11th.",,"Provenance: Gift: Bequest by Professor William D. Paden, 1979 .",Y,,"Gambart, Ernest",1867-01-11
ksrl_sc_ms23_D.5.5_001.TIF & ksrl_sc_ms23_D.5.5_002.TIF & ksrl_sc_ms23_D.5.5_003.TIF,3,MS23,D,5,5,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1867,1867,1,12,Letter to Ernest Gambart,4,1,"1867 Jan 12; Subject: A (secret) cut-rate price for the little picture because you had purchased an unprofitable one. If it is unsuccessful, I'll substitute an ordinary watercolour since I've already been offered a good price. I repeat, I am not responsible for the story and do not wish to hear about it again. MUTILATED: Cheyne Walk heading [?] and signature cut out with loss of text. Docketed. Handle with care.",,"Provenance: Gift: Bequest by Professor William D. Paden, 1979 .",Y,,"Gambart, Ernest",1867-01-12
ksrl_sc_ms23_D.6.0_001.TIF,1,MS23,D,6,0,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1874,1874,4,9,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,"Lechlade, Ap 9 74 [postmark], Mounted. May accompany the letter of April 9th housed at MS 23D:6:1.",England--Lechlade,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1874-04-09
ksrl_sc_ms23_D.6.1_001.TIF & ksrl_sc_ms23_D.6.1_002.TIF,2,MS23,D,6,1,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1874?,1874,4,9,Letter to Theodore Watts-Dunton,2,1,"[1874] Apr 9, Kelmscott; Begins, ""I expect Huffer & Molly Brown..."" Mounted, with envelope addressed to ""W. T. Watts and postmarked 1874 June 11 on verso.",England--London,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1874-04-09
ksrl_sc_ms23_D.6.1_003.TIF,1,MS23,D,6,1 verso,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1874,1874,6,11,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,"Lechlade, Ju 11 74 [postmark]. Mounted.",England--Lechlade,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1874-06-11
ksrl_sc_ms23_D.6.2_001.TIF,1,MS23,D,6,2,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1874-1875?,1874,,,Letter to Theodore Watts-Dunton,1,1,"Thursday. Begins: ""George is no doubt sending you—"" Mounted, with envelope addressed to ""W. T. Watts and postmarked 1874 June 11 on verso. Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1874
ksrl_sc_ms23_D.6.2_002.TIF,1,MS24,D,6,2 verso,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1875,1875,5,7,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,"London, My 7 75 [postmark]. Mounted.",England--London,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1875-05-07
ksrl_sc_ms23_D.6.3_001.TIF & ksrl_sc_ms23_D.6.3_002.TIF,2,MS23,D,6,3,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1875,1875,5,7,"Letter to Theodore Watts-Dunton, with affixed receipt for sum given.",2,1,"1875 May 7, 16 Cheyne Walk; Begins: """"On other side I send your receipt for the sum handed to me on Wednesday"", with 5 May 1875 receipt for 117 pounds. Mounted.",England--London,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1875-05-07
ksrl_sc_ms23_D.6.4_001.TIF & ksrl_sc_ms23_D.6.4_002.TIF,2,MS23,D,6,4,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1876,1876,5,18,Letter to Theodore Watts-Dunton,3,1,"1876 May 18; Begins: ""I send you the cheque for the surveyors—"" [Mounted on verso of MS 23 D6:3]",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1876-05-18
ksrl_sc_ms23_D.6.5_001.TIF & ksrl_sc_ms23_D.6.5_002.TIF & ksrl_sc_ms23_D.6.5_003.TIF,3,MS23,D,6,5,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1877?,1877,5,16,"Letter to Theodore Watts-Dunton, with envelope",3,1,"Wednesday; Begins: The man Skinner has just been here creating annoyances."" Mounted with envelope on mourning paper, [Envelope postmark: Chelsea, My 16 77].",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",C,,"Watts-Dunton, Theodore, 1832-1914",1877-05-16
ksrl_sc_ms23_D.6.5a_001.TIF,1,MS24,D,6,5A,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1877,1877,10,9,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,"Canterbury, Oc 9 77 [postmark]; Mounted.",England--Canterbury,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",1877-10-09
ksrl_sc_ms23_D.6.6_001.TIF & ksrl_sc_ms23_D.6.6_002.TIF,2,MS23,D,6,6,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1877?,,,,Letter to Theodore Watts-Dunton,3,1,"Tuesday; Begins: ""I enclose a lyric which Christina—""; Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1914",
